employee_id,pay_date,def_amount,roth_amount,loan_amount,deferral_pre,deferral_roth
E1004,2025-04-11,115.53,4.29,0.0,115.53,4.29
E1005,2025-01-03,104.08,11.83,0.0,104.08,11.83
E1005,2025-01-17,42.59,0.74,0.0,42.59,0.74
E1005,2025-01-31,48.28,0.29,0.0,48.28,0.29
E1005,2025-02-14,193.98,20.47,0.0,193.98,20.47
E1005,2025-02-28,125.35,1.84,0.0,125.35,1.84
E1005,2025-03-14,128.49,9.13,0.0,128.49,9.13
E1005,2025-03-28,71.18,4.63,0.0,71.18,4.63
E1005,2025-04-11,111.73,10.32,0.0,111.73,10.32
E1006,2025-01-03,154.32,1.05,0.0,154.32,1.05
E1006,2025-01-17,107.43,10.09,0.0,107.43,10.09
E1006,2025-01-31,130.56,16.77,0.0,130.56,16.77
E1006,2025-02-14,158.56,3.88,0.0,158.56,3.88
E1006,2025-02-28,52.7,5.08,0.0,52.7,5.08
E1006,2025-03-14,44.77,3.93,0.0,44.77,3.93
E1006,2025-03-28,209.24,18.06,0.0,209.24,18.06
E1006,2025-04-11,109.87,10.6,0.0,109.87,10.6
E1007,2025-01-03,122.49,10.02,0.0,122.49,10.02
E1007,2025-01-17,209.46,12.13,0.0,209.46,12.13
E1007,2025-01-31,202.96,5.96,0.0,202.96,5.96
E1007,2025-02-14,52.49,0.79,0.0,52.49,0.79
E1007,2025-02-28,43.28,0.61,0.0,43.28,0.61
E1007,2025-03-14,162.94,1.74,0.0,162.94,1.74
E1007,2025-03-28,192.08,0.67,0.0,192.08,0.67
E1007,2025-04-11,186.6,7.89,0.0,186.6,7.89
E1008,2025-01-03,61.27,6.4,0.0,61.27,6.4
E1008,2025-01-17,153.21,20.17,0.0,153.21,20.17
E1008,2025-01-31,172.31,20.77,0.0,172.31,20.77
E1008,2025-02-14,90.77,2.42,0.0,90.77,2.42
E1008,2025-02-28,175.11,21.19,0.0,175.11,21.19
E1008,2025-03-14,218.29,13.51,0.0,218.29,13.51
E1008,2025-03-28,106.96,12.46,0.0,106.96,12.46
E1008,2025-04-11,101.34,14.15,0.0,101.34,14.15
E1009,2025-01-03,194.51,12.52,0.0,194.51,12.52
E1009,2025-01-17,175.16,19.82,0.0,175.16,19.82
E1009,2025-01-31,58.56,7.93,0.0,58.56,7.93
E1009,2025-02-14,130.95,16.23,0.0,130.95,16.23
E1009,2025-02-28,201.19,11.75,0.0,201.19,11.75
E1009,2025-03-14,202.97,2.78,0.0,202.97,2.78
E1009,2025-03-28,211.01,30.09,0.0,211.01,30.09
E1009,2025-04-11,143.22,13.57,0.0,143.22,13.57
E1010,2025-01-03,120.72,5.31,0.0,120.72,5.31
E1010,2025-01-17,99.16,10.0,0.0,99.16,10.0
E1010,2025-01-31,175.43,20.83,0.0,175.43,20.83
E1010,2025-02-14,182.13,2.49,0.0,182.13,2.49
E1010,2025-02-28,129.0,1.11,0.0,129.0,1.11
E1010,2025-03-14,138.92,9.2,0.0,138.92,9.2
E1010,2025-03-28,199.79,10.52,0.0,199.79,10.52
E1010,2025-04-11,61.07,1.31,0.0,61.07,1.31
E1011,2025-01-03,151.28,2.29,0.0,151.28,2.29
E1011,2025-01-17,55.14,5.8,0.0,55.14,5.8
E1011,2025-01-31,53.1,6.55,0.0,53.1,6.55
E1011,2025-02-14,167.12,2.04,0.0,167.12,2.04
E1011,2025-02-28,55.27,8.18,0.0,55.27,8.18
E1011,2025-03-14,107.37,5.97,0.0,107.37,5.97
E1011,2025-03-28,186.3,26.47,0.0,186.3,26.47
E1011,2025-04-11,175.61,9.91,0.0,175.61,9.91
E1012,2025-01-03,55.03,6.41,0.0,55.03,6.41
E1012,2025-01-17,140.51,8.94,0.0,140.51,8.94
E1012,2025-01-31,203.14,3.39,0.0,203.14,3.39
E1012,2025-02-14,128.67,0.22,0.0,128.67,0.22
E1012,2025-02-28,124.36,1.05,0.0,124.36,1.05
E1012,2025-03-14,61.15,5.95,0.0,61.15,5.95
E1012,2025-03-28,174.29,15.25,0.0,174.29,15.25
E1012,2025-04-11,213.19,11.99,0.0,213.19,11.99
E1013,2025-01-03,91.43,11.91,0.0,91.43,11.91
E1013,2025-01-17,80.25,11.59,0.0,80.25,11.59
E1013,2025-01-31,42.19,6.14,0.0,42.19,6.14
E1013,2025-02-14,200.41,15.86,0.0,200.41,15.86
E1013,2025-02-28,218.73,2.42,0.0,218.73,2.42
E1013,2025-03-14,139.69,20.31,0.0,139.69,20.31
E1013,2025-03-28,153.29,16.0,0.0,153.29,16.0
E1013,2025-04-11,121.82,11.47,0.0,121.82,11.47
E1014,2025-01-03,145.18,19.62,0.0,145.18,19.62
E1014,2025-01-17,48.18,2.03,0.0,48.18,2.03
E1014,2025-01-31,211.07,28.19,0.0,211.07,28.19
E1014,2025-02-14,122.02,11.35,0.0,122.02,11.35
E1014,2025-02-28,89.93,2.54,0.0,89.93,2.54
E1014,2025-03-14,123.47,6.54,0.0,123.47,6.54
E1014,2025-03-28,53.99,7.89,0.0,53.99,7.89
E1014,2025-04-11,217.52,22.78,0.0,217.52,22.78
E1015,2025-01-03,136.5,6.34,0.0,136.5,6.34
E1015,2025-01-17,186.48,19.15,0.0,186.48,19.15
E1015,2025-01-31,69.27,9.46,0.0,69.27,9.46
E1015,2025-02-14,188.06,26.79,0.0,188.06,26.79
E1015,2025-02-28,170.63,15.7,0.0,170.63,15.7
E1015,2025-03-14,115.28,16.13,0.0,115.28,16.13
E1015,2025-03-28,195.89,1.33,0.0,195.89,1.33
E1015,2025-04-11,44.75,2.53,0.0,44.75,2.53
E1016,2025-01-03,185.9,27.53,0.0,185.9,27.53
E1016,2025-01-17,67.08,5.98,0.0,67.08,5.98
E1016,2025-01-31,108.56,15.79,0.0,108.56,15.79
E1016,2025-02-14,191.58,24.09,0.0,191.58,24.09
E1016,2025-02-28,124.36,7.74,0.0,124.36,7.74
E1016,2025-03-14,89.21,0.75,0.0,89.21,0.75
E1016,2025-03-28,195.65,23.86,0.0,195.65,23.86
E1016,2025-04-11,219.95,32.88,0.0,219.95,32.88
E1017,2025-01-03,139.98,16.15,0.0,139.98,16.15
E1017,2025-01-17,210.06,26.77,0.0,210.06,26.77
E1017,2025-01-31,84.52,5.71,0.0,84.52,5.71
E1017,2025-02-14,63.25,9.05,0.0,63.25,9.05
E1017,2025-02-28,149.11,5.11,0.0,149.11,5.11
E1017,2025-03-14,160.91,14.92,0.0,160.91,14.92
E1017,2025-03-28,60.44,6.09,0.0,60.44,6.09
E1017,2025-04-11,133.66,15.48,0.0,133.66,15.48
E1018,2025-01-03,133.63,17.08,0.0,133.63,17.08
E1018,2025-01-17,140.97,18.54,0.0,140.97,18.54
E1018,2025-01-31,112.63,2.26,0.0,112.63,2.26
E1018,2025-02-14,45.18,5.12,0.0,45.18,5.12
E1018,2025-02-28,151.66,16.02,0.0,151.66,16.02
E1018,2025-03-14,78.33,1.6,0.0,78.33,1.6
E1018,2025-03-28,42.62,2.24,0.0,42.62,2.24
E1018,2025-04-11,146.19,8.6,0.0,146.19,8.6
E1019,2025-01-03,118.75,16.11,0.0,118.75,16.11
E1019,2025-01-17,132.52,15.58,0.0,132.52,15.58
E1019,2025-01-31,111.38,10.39,0.0,111.38,10.39
E1019,2025-02-14,195.23,27.81,0.0,195.23,27.81
E1019,2025-02-28,66.47,9.24,0.0,66.47,9.24
E1019,2025-03-14,128.58,4.98,0.0,128.58,4.98
E1019,2025-03-28,122.64,18.03,0.0,122.64,18.03
E1019,2025-04-11,128.67,6.35,0.0,128.67,6.35
E1020,2025-01-03,83.23,0.95,0.0,83.23,0.95
E1020,2025-01-17,63.2,1.21,0.0,63.2,1.21
E1020,2025-01-31,67.34,1.4,0.0,67.34,1.4
E1020,2025-02-14,155.36,4.24,0.0,155.36,4.24
E1020,2025-02-28,102.22,13.75,0.0,102.22,13.75
E1020,2025-03-14,125.31,12.55,0.0,125.31,12.55
E1020,2025-03-28,74.61,0.46,0.0,74.61,0.46
E1020,2025-04-11,70.41,2.94,0.0,70.41,2.94
E1021,2025-01-03,71.86,0.96,0.0,71.86,0.96
E1021,2025-01-17,122.94,3.81,0.0,122.94,3.81
E1021,2025-01-31,105.57,7.97,0.0,105.57,7.97
E1021,2025-02-14,164.27,0.97,0.0,164.27,0.97
E1021,2025-02-28,183.89,17.32,0.0,183.89,17.32
E1021,2025-03-14,54.72,7.17,0.0,54.72,7.17
E1021,2025-03-28,205.76,1.89,0.0,205.76,1.89
E1021,2025-04-11,89.84,10.86,0.0,89.84,10.86
E1022,2025-01-03,174.69,4.84,0.0,174.69,4.84
E1022,2025-01-17,106.68,7.75,0.0,106.68,7.75
E1022,2025-01-31,151.29,8.37,0.0,151.29,8.37
E1022,2025-02-14,123.26,13.82,0.0,123.26,13.82
E1022,2025-02-28,46.6,1.76,0.0,46.6,1.76
E1022,2025-03-14,201.14,15.44,0.0,201.14,15.44
E1022,2025-03-28,135.78,2.18,0.0,135.78,2.18
E1022,2025-04-11,120.53,9.63,0.0,120.53,9.63
E1023,2025-01-03,83.64,3.38,0.0,83.64,3.38
E1023,2025-01-17,107.91,0.32,0.0,107.91,0.32
E1023,2025-01-31,97.97,3.11,0.0,97.97,3.11
E1023,2025-02-14,98.95,1.78,0.0,98.95,1.78
E1023,2025-02-28,200.29,17.83,0.0,200.29,17.83
E1023,2025-03-14,182.05,13.61,0.0,182.05,13.61
E1023,2025-03-28,55.65,4.48,0.0,55.65,4.48
E1023,2025-04-11,174.18,11.28,0.0,174.18,11.28
E1024,2025-01-03,62.96,2.68,0.0,62.96,2.68
E1024,2025-01-17,105.35,10.21,0.0,105.35,10.21
E1024,2025-01-31,142.74,7.62,0.0,142.74,7.62
E1024,2025-02-14,217.57,19.77,0.0,217.57,19.77
E1024,2025-02-28,58.32,1.34,0.0,58.32,1.34
E1024,2025-03-14,84.27,2.03,0.0,84.27,2.03
E1024,2025-03-28,73.58,3.15,0.0,73.58,3.15
E1024,2025-04-11,71.21,9.58,0.0,71.21,9.58
E1025,2025-01-03,54.44,4.28,0.0,54.44,4.28
E1025,2025-01-17,216.83,3.64,0.0,216.83,3.64
E1025,2025-01-31,111.61,16.23,0.0,111.61,16.23
E1025,2025-02-14,195.79,24.0,0.0,195.79,24.0
E1025,2025-02-28,86.42,2.22,0.0,86.42,2.22
E1025,2025-03-14,160.36,22.36,0.0,160.36,22.36
E1025,2025-03-28,140.22,12.02,0.0,140.22,12.02
E1025,2025-04-11,90.4,10.43,0.0,90.4,10.43
E1026,2025-01-03,73.67,3.58,0.0,73.67,3.58
E1026,2025-01-17,131.37,4.78,0.0,131.37,4.78
E1026,2025-01-31,149.91,6.49,0.0,149.91,6.49
E1026,2025-02-14,144.62,3.35,0.0,144.62,3.35
E1026,2025-02-28,126.61,10.11,0.0,126.61,10.11
E1026,2025-03-14,49.33,2.49,0.0,49.33,2.49
E1026,2025-03-28,64.19,0.61,0.0,64.19,0.61
E1026,2025-04-11,218.19,10.55,0.0,218.19,10.55
E1027,2025-01-03,185.78,7.1,0.0,185.78,7.1
E1027,2025-01-17,162.67,18.55,0.0,162.67,18.55
E1027,2025-01-31,147.21,10.41,0.0,147.21,10.41
E1027,2025-02-14,114.13,5.97,0.0,114.13,5.97
E1027,2025-02-28,207.32,25.83,0.0,207.32,25.83
E1027,2025-03-14,213.7,3.98,0.0,213.7,3.98
E1027,2025-03-28,171.56,24.15,0.0,171.56,24.15
E1027,2025-04-11,51.97,5.78,0.0,51.97,5.78
E1028,2025-01-03,143.41,18.11,0.0,143.41,18.11
E1028,2025-01-17,65.16,7.77,0.0,65.16,7.77
E1028,2025-01-31,76.29,1.87,0.0,76.29,1.87
E1028,2025-02-14,69.57,8.5,0.0,69.57,8.5
E1028,2025-02-28,159.74,12.53,0.0,159.74,12.53
E1028,2025-03-14,104.59,13.76,0.0,104.59,13.76
E1028,2025-03-28,110.64,13.55,0.0,110.64,13.55
E1028,2025-04-11,119.04,6.73,0.0,119.04,6.73
E1029,2025-01-03,123.28,5.57,0.0,123.28,5.57
E1029,2025-01-17,174.57,13.16,0.0,174.57,13.16
E1029,2025-01-31,81.8,11.04,0.0,81.8,11.04
E1029,2025-02-14,137.84,18.74,0.0,137.84,18.74
E1029,2025-02-28,152.36,2.67,0.0,152.36,2.67
E1029,2025-03-14,209.17,19.69,0.0,209.17,19.69
E1029,2025-03-28,100.28,2.09,0.0,100.28,2.09
E1029,2025-04-11,182.92,17.01,0.0,182.92,17.01
E1030,2025-01-03,136.02,18.24,0.0,136.02,18.24
E1030,2025-01-17,181.95,4.14,0.0,181.95,4.14
E1030,2025-01-31,84.73,9.46,0.0,84.73,9.46
E1030,2025-02-14,46.04,3.94,0.0,46.04,3.94
E1030,2025-02-28,197.82,10.15,0.0,197.82,10.15
E1030,2025-03-14,187.83,3.12,0.0,187.83,3.12
E1030,2025-03-28,62.95,3.75,0.0,62.95,3.75
E1030,2025-04-11,183.51,4.13,0.0,183.51,4.13
E1031,2025-01-03,170.01,18.36,0.0,170.01,18.36
E1031,2025-01-17,155.41,16.18,0.0,155.41,16.18
E1031,2025-01-31,137.69,5.2,0.0,137.69,5.2
E1031,2025-02-14,102.23,2.78,0.0,102.23,2.78
E1031,2025-02-28,203.52,17.81,0.0,203.52,17.81
E1031,2025-03-14,112.15,7.77,0.0,112.15,7.77
E1031,2025-03-28,67.6,5.94,0.0,67.6,5.94
E1031,2025-04-11,131.06,12.02,0.0,131.06,12.02
E1032,2025-01-03,43.26,5.66,0.0,43.26,5.66
E1032,2025-01-17,207.78,17.61,0.0,207.78,17.61
E1032,2025-01-31,165.4,22.89,0.0,165.4,22.89
E1032,2025-02-14,167.3,3.83,0.0,167.3,3.83
E1032,2025-02-28,143.73,13.08,0.0,143.73,13.08
E1032,2025-03-14,172.56,24.19,0.0,172.56,24.19
E1032,2025-03-28,206.6,13.97,0.0,206.6,13.97
E1032,2025-04-11,60.38,8.92,0.0,60.38,8.92
E1033,2025-01-03,191.0,3.57,0.0,191.0,3.57
E1033,2025-01-17,205.75,26.85,0.0,205.75,26.85
E1033,2025-01-31,133.39,11.83,0.0,133.39,11.83
E1033,2025-02-14,49.86,2.51,0.0,49.86,2.51
E1033,2025-02-28,184.51,0.13,0.0,184.51,0.13
E1033,2025-03-14,100.03,5.97,0.0,100.03,5.97
E1033,2025-03-28,136.73,18.87,0.0,136.73,18.87
E1033,2025-04-11,102.34,5.33,0.0,102.34,5.33
E1034,2025-01-03,172.75,11.72,0.0,172.75,11.72
E1034,2025-01-17,121.44,2.57,0.0,121.44,2.57
E1034,2025-01-31,71.75,5.36,0.0,71.75,5.36
E1034,2025-02-14,115.41,15.84,0.0,115.41,15.84
E1034,2025-02-28,105.23,9.16,0.0,105.23,9.16
E1034,2025-03-14,153.81,0.3,0.0,153.81,0.3
E1034,2025-03-28,159.44,4.26,0.0,159.44,4.26
E1034,2025-04-11,212.99,4.75,0.0,212.99,4.75
E1035,2025-01-03,114.63,1.47,0.0,114.63,1.47
E1035,2025-01-17,219.44,16.53,0.0,219.44,16.53
E1035,2025-01-31,147.17,1.48,0.0,147.17,1.48
E1035,2025-02-14,174.99,5.51,0.0,174.99,5.51
E1035,2025-02-28,201.65,6.2,0.0,201.65,6.2
E1035,2025-03-14,74.32,0.41,0.0,74.32,0.41
E1035,2025-03-28,124.97,10.59,0.0,124.97,10.59
E1035,2025-04-11,51.83,6.03,0.0,51.83,6.03
E1036,2025-01-03,121.59,9.56,0.0,121.59,9.56
E1036,2025-01-17,119.34,7.17,0.0,119.34,7.17
E1036,2025-01-31,140.74,3.28,0.0,140.74,3.28
E1036,2025-02-14,72.75,9.4,0.0,72.75,9.4
E1036,2025-02-28,210.3,11.78,0.0,210.3,11.78
E1036,2025-03-14,88.73,8.57,0.0,88.73,8.57
E1036,2025-03-28,44.57,1.04,0.0,44.57,1.04
E1036,2025-04-11,168.88,16.69,0.0,168.88,16.69
E1037,2025-01-03,44.88,1.49,0.0,44.88,1.49
E1037,2025-01-17,160.94,0.48,0.0,160.94,0.48
E1037,2025-01-31,58.74,7.05,0.0,58.74,7.05
E1037,2025-02-14,72.14,7.06,0.0,72.14,7.06
E1037,2025-02-28,82.87,1.24,0.0,82.87,1.24
E1037,2025-03-14,83.77,9.08,0.0,83.77,9.08
E1037,2025-03-28,189.44,11.29,0.0,189.44,11.29
E1037,2025-04-11,76.9,3.38,0.0,76.9,3.38
E1038,2025-01-03,201.34,0.39,0.0,201.34,0.39
E1038,2025-01-17,55.39,1.73,0.0,55.39,1.73
E1038,2025-01-31,44.78,1.22,0.0,44.78,1.22
E1038,2025-02-14,144.95,9.16,0.0,144.95,9.16
E1038,2025-02-28,200.68,24.61,0.0,200.68,24.61
E1038,2025-03-14,101.53,3.95,0.0,101.53,3.95
E1038,2025-03-28,108.34,9.59,0.0,108.34,9.59
E1038,2025-04-11,152.35,9.36,0.0,152.35,9.36
E1039,2025-01-03,118.5,5.23,0.0,118.5,5.23
E1039,2025-01-17,210.72,24.14,0.0,210.72,24.14
E1039,2025-01-31,65.22,8.5,0.0,65.22,8.5
E1039,2025-02-14,127.74,17.14,0.0,127.74,17.14
E1039,2025-02-28,116.54,0.39,0.0,116.54,0.39
E1039,2025-03-14,88.36,7.18,0.0,88.36,7.18
E1039,2025-03-28,154.03,5.96,0.0,154.03,5.96
E1039,2025-04-11,65.08,8.15,0.0,65.08,8.15
E1040,2025-01-03,217.19,17.13,0.0,217.19,17.13
E1040,2025-01-17,89.02,0.25,0.0,89.02,0.25
E1040,2025-01-31,61.2,5.29,0.0,61.2,5.29
E1040,2025-02-14,89.33,7.43,0.0,89.33,7.43
E1040,2025-02-28,157.26,19.57,0.0,157.26,19.57
E1040,2025-03-14,77.16,0.13,0.0,77.16,0.13
E1040,2025-03-28,202.0,26.48,0.0,202.0,26.48
E1040,2025-04-11,147.53,13.29,0.0,147.53,13.29
E1041,2025-01-03,159.71,4.2,0.0,159.71,4.2
E1041,2025-01-17,115.38,6.63,0.0,115.38,6.63
E1041,2025-01-31,133.41,0.94,0.0,133.41,0.94
E1041,2025-02-14,69.93,7.74,0.0,69.93,7.74
E1041,2025-02-28,148.57,5.47,0.0,148.57,5.47
E1041,2025-03-14,91.96,4.91,0.0,91.96,4.91
E1041,2025-03-28,169.43,7.55,0.0,169.43,7.55
E1041,2025-04-11,141.95,10.14,0.0,141.95,10.14
E1042,2025-01-03,208.63,22.93,0.0,208.63,22.93
E1042,2025-01-17,78.69,0.37,0.0,78.69,0.37
E1042,2025-01-31,87.21,7.78,0.0,87.21,7.78
E1042,2025-02-14,49.26,3.67,0.0,49.26,3.67
E1042,2025-02-28,147.43,7.39,0.0,147.43,7.39
E1042,2025-03-14,178.76,2.86,0.0,178.76,2.86
E1042,2025-03-28,53.52,5.85,0.0,53.52,5.85
E1042,2025-04-11,163.91,10.69,0.0,163.91,10.69
E1043,2025-01-03,84.35,10.36,0.0,84.35,10.36
E1043,2025-01-17,165.05,6.74,0.0,165.05,6.74
E1043,2025-01-31,146.24,7.92,0.0,146.24,7.92
E1043,2025-02-14,56.48,7.77,0.0,56.48,7.77
E1043,2025-02-28,64.63,9.21,0.0,64.63,9.21
E1043,2025-03-14,120.28,3.34,0.0,120.28,3.34
E1043,2025-03-28,137.54,18.01,0.0,137.54,18.01
E1043,2025-04-11,185.18,18.3,0.0,185.18,18.3
E1044,2025-01-03,164.61,20.97,0.0,164.61,20.97
E1044,2025-01-17,128.1,4.25,0.0,128.1,4.25
E1044,2025-01-31,217.78,30.84,0.0,217.78,30.84
E1044,2025-02-14,47.1,4.98,0.0,47.1,4.98
E1044,2025-02-28,206.54,5.59,0.0,206.54,5.59
E1044,2025-03-14,142.23,19.53,0.0,142.23,19.53
E1044,2025-03-28,46.11,4.82,0.0,46.11,4.82
E1044,2025-04-11,93.52,12.97,0.0,93.52,12.97
E1045,2025-01-03,214.79,30.42,0.0,214.79,30.42
E1045,2025-01-17,125.36,16.21,0.0,125.36,16.21
E1045,2025-01-31,97.44,12.12,0.0,97.44,12.12
E1045,2025-02-14,46.66,4.17,0.0,46.66,4.17
E1045,2025-02-28,81.4,1.47,0.0,81.4,1.47
E1045,2025-03-14,53.85,5.62,0.0,53.85,5.62
E1045,2025-03-28,101.18,11.0,0.0,101.18,11.0
E1045,2025-04-11,51.76,2.45,0.0,51.76,2.45
E1046,2025-01-03,137.11,16.26,0.0,137.11,16.26
E1046,2025-01-17,97.38,9.14,0.0,97.38,9.14
E1046,2025-01-31,199.48,18.43,0.0,199.48,18.43
E1046,2025-02-14,81.93,0.3,0.0,81.93,0.3
E1046,2025-02-28,196.62,0.63,0.0,196.62,0.63
E1046,2025-03-14,197.45,15.67,0.0,197.45,15.67
E1046,2025-03-28,183.78,27.51,0.0,183.78,27.51
E1046,2025-04-11,103.13,11.87,0.0,103.13,11.87
E1047,2025-01-03,126.38,11.9,0.0,126.38,11.9
E1047,2025-01-17,217.14,25.02,0.0,217.14,25.02
E1047,2025-01-31,115.2,7.28,0.0,115.2,7.28
E1047,2025-02-14,172.76,6.19,0.0,172.76,6.19
E1047,2025-02-28,103.83,4.47,0.0,103.83,4.47
E1047,2025-03-14,93.34,3.27,0.0,93.34,3.27
E1047,2025-03-28,47.58,0.13,0.0,47.58,0.13
E1047,2025-04-11,117.0,6.74,0.0,117.0,6.74
E1048,2025-01-03,79.29,11.3,0.0,79.29,11.3
E1048,2025-01-17,181.54,2.43,0.0,181.54,2.43
E1048,2025-01-31,198.24,28.09,0.0,198.24,28.09
E1048,2025-02-14,124.13,11.42,0.0,124.13,11.42
E1048,2025-02-28,70.07,10.42,0.0,70.07,10.42
E1048,2025-03-14,81.7,11.55,0.0,81.7,11.55
E1048,2025-03-28,156.94,14.31,0.0,156.94,14.31
E1048,2025-04-11,132.28,4.58,0.0,132.28,4.58
E1049,2025-01-03,79.69,2.23,0.0,79.69,2.23
E1049,2025-01-17,103.02,0.89,0.0,103.02,0.89
E1049,2025-01-31,214.44,28.43,0.0,214.44,28.43
E1049,2025-02-14,207.0,30.89,0.0,207.0,30.89
E1049,2025-02-28,71.3,4.24,0.0,71.3,4.24
E1049,2025-03-14,176.48,18.43,0.0,176.48,18.43
E1049,2025-03-28,67.7,8.28,0.0,67.7,8.28
E1049,2025-04-11,80.4,2.7,0.0,80.4,2.7
E1050,2025-01-03,136.66,12.15,0.0,136.66,12.15
E1050,2025-01-17,144.42,1.98,0.0,144.42,1.98
E1050,2025-01-31,87.81,1.71,0.0,87.81,1.71
E1050,2025-02-14,199.97,28.67,0.0,199.97,28.67
E1050,2025-02-28,195.18,23.7,0.0,195.18,23.7
E1050,2025-03-14,157.94,13.05,0.0,157.94,13.05
E1050,2025-03-28,55.66,3.41,0.0,55.66,3.41
E1050,2025-04-11,107.08,4.17,0.0,107.08,4.17
E1051,2025-01-03,170.22,12.66,0.0,170.22,12.66
E1051,2025-01-17,54.59,1.8,0.0,54.59,1.8
E1051,2025-01-31,162.99,1.86,0.0,162.99,1.86
E1051,2025-02-14,193.22,14.35,0.0,193.22,14.35
E1051,2025-02-28,126.51,11.24,0.0,126.51,11.24
E1051,2025-03-14,188.44,9.83,0.0,188.44,9.83
E1051,2025-03-28,162.04,13.75,0.0,162.04,13.75
E1051,2025-04-11,198.15,23.7,0.0,198.15,23.7
E1052,2025-01-03,158.52,20.23,0.0,158.52,20.23
E1052,2025-01-17,196.11,20.84,0.0,196.11,20.84
E1052,2025-01-31,190.66,19.95,0.0,190.66,19.95
E1052,2025-02-14,162.43,15.07,0.0,162.43,15.07
E1052,2025-02-28,175.49,4.18,0.0,175.49,4.18
E1052,2025-03-14,198.56,25.97,0.0,198.56,25.97
E1052,2025-03-28,45.26,5.61,0.0,45.26,5.61
E1052,2025-04-11,63.2,3.18,0.0,63.2,3.18
E1053,2025-01-03,173.83,4.19,0.0,173.83,4.19
E1053,2025-01-17,189.78,14.45,0.0,189.78,14.45
E1053,2025-01-31,41.15,1.77,0.0,41.15,1.77
E1053,2025-02-14,151.05,22.23,0.0,151.05,22.23
E1053,2025-02-28,153.73,5.99,0.0,153.73,5.99
E1053,2025-03-14,154.12,12.48,0.0,154.12,12.48
E1053,2025-03-28,59.26,6.76,0.0,59.26,6.76
E1053,2025-04-11,137.43,19.85,0.0,137.43,19.85
E1054,2025-01-03,101.54,9.64,0.0,101.54,9.64
E1054,2025-01-17,207.77,3.19,0.0,207.77,3.19
E1054,2025-01-31,208.7,21.53,0.0,208.7,21.53
E1054,2025-02-14,52.21,2.36,0.0,52.21,2.36
E1054,2025-02-28,167.47,1.69,0.0,167.47,1.69
E1054,2025-03-14,144.79,7.51,0.0,144.79,7.51
E1054,2025-03-28,151.76,1.04,0.0,151.76,1.04
E1054,2025-04-11,196.88,28.75,0.0,196.88,28.75
E1055,2025-01-03,214.4,24.11,0.0,214.4,24.11
E1055,2025-01-17,63.42,7.21,0.0,63.42,7.21
E1055,2025-01-31,44.43,0.15,0.0,44.43,0.15
E1055,2025-02-14,127.96,14.79,0.0,127.96,14.79
E1055,2025-02-28,162.99,10.9,0.0,162.99,10.9
E1055,2025-03-14,89.25,13.35,0.0,89.25,13.35
E1055,2025-03-28,116.71,7.9,0.0,116.71,7.9
E1055,2025-04-11,183.07,19.05,0.0,183.07,19.05
