employee_id,amount_payroll,pay_date,amount_rk,deposit_date,_merge
EMP01138,,,1400.69,2025-01-21,right_only
EMP01139,,,2012.74,2025-01-22,right_only
EMP01140,,,1950.9399999999998,2025-01-15,right_only
EMP01141,,,1128.83,2025-01-06,right_only
EMP01142,,,2046.4399999999998,2025-01-14,right_only
EMP01143,,,857.45,2025-02-25,right_only
EMP01144,,,990.22,2025-01-15,right_only
EMP01145,,,376.42,2025-03-03,right_only
EMP01146,,,1717.22,2025-02-05,right_only
EMP01147,,,840.3199999999999,2025-01-14,right_only
EMP01148,,,1662.75,2025-01-08,right_only
EMP01149,,,2364.5,2025-01-08,right_only
EMP01150,,,2769.45,2025-01-20,right_only
EMP01151,,,1395.5,2025-01-07,right_only
EMP01152,,,433.37,2025-02-03,right_only
EMP01153,,,1756.1000000000001,2025-01-13,right_only
EMP01154,,,2142.3,2025-01-28,right_only
EMP01155,,,1617.47,2025-01-08,right_only
EMP01156,,,1109.9,2025-02-03,right_only
EMP01157,,,1455.3600000000001,2025-01-28,right_only
EMP01158,,,1196.01,2025-02-05,right_only
EMP01159,,,700.15,2025-01-15,right_only
EMP01160,,,1114.8,2025-01-06,right_only
EMP01161,,,1595.36,2025-01-07,right_only
EMP01162,,,649.4200000000001,2025-01-20,right_only
EMP01163,,,838.75,2025-02-11,right_only
EMP01164,,,1999.76,2025-01-27,right_only
EMP01165,,,2157.0,2025-01-06,right_only
EMP01166,,,872.21,2025-01-06,right_only
EMP01167,,,1550.23,2025-01-06,right_only
EMP01168,,,1895.57,2025-01-08,right_only
EMP01169,,,385.98,2025-02-03,right_only
EMP01170,,,1936.93,2025-01-08,right_only
EMP01171,,,453.15000000000003,2025-02-10,right_only
EMP01172,,,1543.74,2025-01-08,right_only
EMP01173,,,1309.76,2025-02-17,right_only
EMP01174,,,1516.46,2025-01-06,right_only
EMP01175,,,1977.6100000000001,2025-01-20,right_only
EMP01176,,,556.95,2025-01-21,right_only
EMP01177,,,2381.1499999999996,2025-01-14,right_only
EMP01178,,,2110.67,2025-01-13,right_only
EMP01179,,,438.28000000000003,2025-02-05,right_only
EMP01180,,,1343.06,2025-01-13,right_only
EMP01181,,,1423.6399999999999,2025-01-08,right_only
EMP01182,,,1953.25,2025-01-22,right_only
EMP01183,,,1425.48,2025-01-08,right_only
EMP01184,,,1302.7,2025-02-19,right_only
EMP01185,,,1025.8899999999999,2025-01-14,right_only
EMP01186,,,2000.04,2025-01-07,right_only
EMP01187,,,2593.4,2025-01-13,right_only
EMP01188,,,1916.45,2025-01-15,right_only
EMP01189,,,1484.26,2025-01-28,right_only
EMP01190,,,1530.79,2025-01-08,right_only
EMP01191,,,1700.96,2025-01-08,right_only
EMP01192,,,1402.44,2025-01-29,right_only
EMP01193,,,1569.35,2025-02-25,right_only
EMP01194,,,716.25,2025-01-28,right_only
EMP01195,,,1443.8700000000001,2025-01-06,right_only
EMP01196,,,222.85,2025-02-04,right_only
EMP01197,,,1782.45,2025-01-21,right_only
EMP01198,,,1000.9300000000001,2025-01-08,right_only
EMP01199,,,1097.12,2025-01-08,right_only
EMP01200,,,493.77,2025-01-22,right_only
EMP01201,,,673.95,2025-01-21,right_only
EMP01202,,,1001.71,2025-03-05,right_only
EMP01203,,,837.58,2025-01-15,right_only
EMP01204,,,2403.58,2025-01-08,right_only
EMP01205,,,1283.95,2025-01-07,right_only
EMP01206,,,809.33,2025-03-05,right_only
EMP01207,,,2014.8000000000002,2025-01-08,right_only
EMP01208,,,531.63,2025-02-10,right_only
EMP01209,,,334.30999999999995,2025-02-10,right_only
EMP01210,,,1259.51,2025-01-21,right_only
EMP01211,,,1880.1799999999998,2025-01-08,right_only
EMP01212,,,2204.7799999999997,2025-01-07,right_only
EMP01213,,,565.88,2025-02-12,right_only
EMP01214,,,1798.08,2025-02-11,right_only
EMP01215,,,1784.82,2025-01-15,right_only
EMP01216,,,1093.42,2025-02-03,right_only
EMP01217,,,1568.6,2025-01-06,right_only
EMP01218,,,732.35,2025-01-13,right_only
EMP01219,,,1945.79,2025-01-08,right_only
EMP01220,,,1708.18,2025-01-06,right_only
EMP01221,,,629.83,2025-01-21,right_only
EMP01222,,,1657.8000000000002,2025-01-06,right_only
EMP01223,,,1853.15,2025-01-08,right_only
EMP01224,,,974.11,2025-01-13,right_only
EMP01225,,,1990.3400000000001,2025-01-22,right_only
EMP01226,,,2250.73,2025-02-10,right_only
EMP01227,,,1508.34,2025-02-17,right_only
EMP01228,,,2361.1800000000003,2025-01-13,right_only
EMP01229,,,799.28,2025-02-19,right_only
EMP01230,,,272.97,2025-03-04,right_only
EMP01231,,,1301.17,2025-01-28,right_only
EMP01232,,,542.13,2025-03-05,right_only
EMP01233,,,2258.28,2025-01-13,right_only
EMP01234,,,1281.8600000000001,2025-01-07,right_only
EMP01235,,,544.79,2025-02-17,right_only
EMP01236,,,2237.5099999999998,2025-02-05,right_only
EMP01237,,,601.4200000000001,2025-01-20,right_only
EMP01238,,,649.6999999999999,2025-02-10,right_only
EMP01239,,,1494.0900000000001,2025-01-29,right_only
EMP01240,,,283.85,2025-01-22,right_only
EMP01241,,,2177.7299999999996,2025-01-29,right_only
EMP01242,,,1872.51,2025-01-27,right_only
EMP01243,,,1229.99,2025-02-24,right_only
EMP01244,,,1569.1799999999998,2025-02-03,right_only
EMP01245,,,1246.9699999999998,2025-01-22,right_only
EMP01246,,,1506.22,2025-02-04,right_only
EMP01247,,,755.96,2025-02-18,right_only
EMP01248,,,1747.12,2025-01-14,right_only
EMP01249,,,2282.14,2025-01-20,right_only
EMP01250,,,1534.3899999999999,2025-02-12,right_only
EMP01251,,,2261.1000000000004,2025-01-15,right_only
EMP01252,,,2255.46,2025-01-07,right_only
EMP01253,,,781.01,2025-01-06,right_only
EMP01254,,,576.24,2025-01-08,right_only
EMP01255,,,1465.33,2025-01-29,right_only
EMP01256,,,1537.81,2025-01-06,right_only
EMP01257,,,2360.38,2025-02-10,right_only
EMP01258,,,580.61,2025-02-03,right_only
EMP01259,,,1438.83,2025-01-29,right_only
EMP01260,,,2254.41,2025-01-06,right_only
EMP01261,,,511.58,2025-02-03,right_only
EMP01262,,,1009.1999999999999,2025-02-10,right_only
EMP01263,,,1862.9,2025-01-15,right_only
EMP01264,,,497.61,2025-01-27,right_only
EMP01265,,,302.21000000000004,2025-01-07,right_only
EMP01266,,,1236.9,2025-01-13,right_only
EMP01267,,,1067.5,2025-01-27,right_only
EMP01268,,,763.86,2025-01-29,right_only
EMP01269,,,727.56,2025-01-20,right_only
EMP01270,,,726.09,2025-02-18,right_only
EMP01271,,,2108.48,2025-01-07,right_only
EMP01272,,,2231.6099999999997,2025-01-21,right_only
EMP01273,,,1886.52,2025-01-08,right_only
EMP01274,,,714.05,2025-02-10,right_only
EMP01275,,,1386.0,2025-01-08,right_only
EMP01276,,,1025.47,2025-01-07,right_only
EMP01277,,,1978.89,2025-01-22,right_only
EMP01278,,,1738.39,2025-01-13,right_only
EMP01279,,,1933.6100000000001,2025-02-24,right_only
EMP01280,,,1829.04,2025-01-14,right_only
EMP01281,,,1345.9299999999998,2025-01-13,right_only
EMP01282,,,1771.0,2025-01-07,right_only
EMP01283,,,279.33,2025-02-17,right_only
EMP01284,,,269.51,2025-01-14,right_only
EMP01285,,,1169.72,2025-03-05,right_only
EMP01286,,,285.72,2025-02-26,right_only
EMP01287,,,718.65,2025-02-19,right_only
EMP01288,,,1307.2200000000003,2025-02-17,right_only
EMP01289,,,1532.8400000000001,2025-01-20,right_only
EMP01290,,,970.1400000000001,2025-01-06,right_only
EMP01291,,,1523.82,2025-02-05,right_only
EMP01292,,,834.3299999999999,2025-01-07,right_only
EMP01293,,,275.19,2025-01-28,right_only
EMP01294,,,799.76,2025-02-24,right_only
EMP01295,,,779.29,2025-01-29,right_only
EMP01296,,,597.58,2025-03-04,right_only
EMP01297,,,568.44,2025-01-21,right_only
EMP01298,,,1353.84,2025-01-14,right_only
EMP01299,,,2641.05,2025-01-22,right_only
EMP01300,,,956.4100000000001,2025-01-21,right_only
EMP01301,,,758.02,2025-02-04,right_only
EMP01302,,,1311.51,2025-01-08,right_only
EMP01303,,,921.58,2025-02-10,right_only
EMP01304,,,826.2500000000001,2025-01-15,right_only
EMP01305,,,898.29,2025-01-29,right_only
EMP01306,,,1609.14,2025-01-29,right_only
EMP01307,,,1780.21,2025-01-13,right_only
EMP01308,,,1207.09,2025-02-10,right_only
EMP01309,,,1338.7,2025-01-29,right_only
EMP01310,,,720.9300000000001,2025-02-05,right_only
EMP01311,,,1789.32,2025-01-14,right_only
EMP01312,,,1543.95,2025-02-05,right_only
EMP01313,,,1758.23,2025-01-20,right_only
EMP01314,,,2415.64,2025-01-07,right_only
EMP01315,,,1968.1599999999999,2025-01-07,right_only
EMP01316,,,2310.41,2025-01-08,right_only
EMP01317,,,952.38,2025-01-14,right_only
EMP01318,,,634.82,2025-01-29,right_only
EMP01319,,,1057.57,2025-02-04,right_only
EMP01320,,,2050.31,2025-01-27,right_only
EMP01321,,,562.97,2025-02-25,right_only
EMP01322,,,1715.36,2025-01-13,right_only
EMP01323,,,2166.5699999999997,2025-01-07,right_only
EMP01324,,,1570.05,2025-01-06,right_only
EMP01325,,,309.90999999999997,2025-02-04,right_only
EMP01326,,,1593.6599999999999,2025-02-10,right_only
EMP01327,,,760.1600000000001,2025-03-05,right_only
EMP01328,,,292.91,2025-02-18,right_only
EMP01329,,,2001.2599999999998,2025-01-07,right_only
EMP01330,,,407.44,2025-02-17,right_only
EMP01331,,,219.12,2025-01-13,right_only
EMP01332,,,2000.89,2025-01-22,right_only
EMP01333,,,624.48,2025-01-21,right_only
EMP01334,,,1925.6100000000001,2025-01-07,right_only
EMP01335,,,1723.21,2025-01-15,right_only
EMP01336,,,1360.85,2025-01-13,right_only
EMP01337,,,1149.87,2025-01-14,right_only
EMP01338,,,296.74,2025-02-25,right_only
EMP01339,,,1455.18,2025-02-10,right_only
EMP01340,,,1813.1599999999999,2025-01-21,right_only
EMP01341,,,1842.04,2025-01-22,right_only
EMP01342,,,2142.51,2025-01-08,right_only
EMP01343,,,1487.3,2025-01-21,right_only
EMP01344,,,1568.39,2025-01-14,right_only
EMP01345,,,2748.52,2025-01-06,right_only
EMP01346,,,461.48,2025-02-10,right_only
EMP01347,,,1586.3,2025-02-11,right_only
EMP01348,,,1746.24,2025-01-20,right_only
EMP01349,,,775.87,2025-02-04,right_only
EMP01350,,,481.05999999999995,2025-01-22,right_only
EMP01351,,,628.52,2025-03-05,right_only
EMP01352,,,771.4699999999999,2025-02-10,right_only
EMP01353,,,1729.15,2025-01-15,right_only
EMP01354,,,1320.9699999999998,2025-02-18,right_only
EMP01355,,,1744.92,2025-01-07,right_only
EMP01356,,,1309.3,2025-01-14,right_only
EMP01357,,,765.28,2025-02-05,right_only
