run_id,plan_name,plan_year,employee_id,issue_category,issue_type,severity,source,source_csv_path,details,correction_hint
030e61b4-e5d5-40ea-9f38-4994d4958d94,Demo Plan,2024,E004,Eligibility,Late start after eligibility,High,eligibility,api_uploads\030e61b4-e5d5-40ea-9f38-4994d4958d94\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2018-04-10, first_deferral=2024-01-15, drift_days=2106.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
030e61b4-e5d5-40ea-9f38-4994d4958d94,Demo Plan,2024,E005,Eligibility,Late start after eligibility,High,eligibility,api_uploads\030e61b4-e5d5-40ea-9f38-4994d4958d94\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2017-03-15, first_deferral=2024-01-15, drift_days=2497.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
030e61b4-e5d5-40ea-9f38-4994d4958d94,Demo Plan,2024,E006,Eligibility,Late start after eligibility,High,eligibility,api_uploads\030e61b4-e5d5-40ea-9f38-4994d4958d94\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2015-09-01, first_deferral=2024-01-15, drift_days=3058.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
030e61b4-e5d5-40ea-9f38-4994d4958d94,Demo Plan,2024,E007,Eligibility,No contributions after eligibility,High,eligibility,api_uploads\030e61b4-e5d5-40ea-9f38-4994d4958d94\output\eligibility_drift.csv,"Eligibility issue_type=No contributions after eligibility, eligibility=2020-01-01, first_deferral=nan.",Review participant enrollment and eligibility tracking. Confirm whether participant should have been enrolled and make participants whole for missed deferrals and match where appropriate under plan provisions and EPCRS correction procedures.
030e61b4-e5d5-40ea-9f38-4994d4958d94,Demo Plan,2024,E008,Eligibility,Late start after eligibility,High,eligibility,api_uploads\030e61b4-e5d5-40ea-9f38-4994d4958d94\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2019-10-10, first_deferral=2024-01-15, drift_days=1558.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
030e61b4-e5d5-40ea-9f38-4994d4958d94,Demo Plan,2024,E009,Eligibility,Late start after eligibility,High,eligibility,api_uploads\030e61b4-e5d5-40ea-9f38-4994d4958d94\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2010-06-20, first_deferral=2024-01-15, drift_days=4957.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
030e61b4-e5d5-40ea-9f38-4994d4958d94,Demo Plan,2024,E010,Eligibility,Late start after eligibility,High,eligibility,api_uploads\030e61b4-e5d5-40ea-9f38-4994d4958d94\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2023-01-05, first_deferral=2024-01-15, drift_days=375.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
030e61b4-e5d5-40ea-9f38-4994d4958d94,Demo Plan,2024,E004,Comp/402(g),402(g) excess deferrals,High,comp_402g,api_uploads\030e61b4-e5d5-40ea-9f38-4994d4958d94\output\comp_402g_violations.csv,"402(g) issue_type=402(g) excess deferrals, total_deferrals=$58500.00, allowed_limit=$30500.00, excess_amount=$28000.00.",Review year-to-date deferrals against IRS 402(g) limits. Process corrective distribution of excess deferrals (and associated earnings) by the applicable deadline to avoid plan disqualification. Adjust future payroll deferrals to stay within limits.
030e61b4-e5d5-40ea-9f38-4994d4958d94,Demo Plan,2024,E005,Comp/402(g),402(g) excess deferrals,High,comp_402g,api_uploads\030e61b4-e5d5-40ea-9f38-4994d4958d94\output\comp_402g_violations.csv,"402(g) issue_type=402(g) excess deferrals, total_deferrals=$23500.00, allowed_limit=$23000.00, excess_amount=$500.00.",Review year-to-date deferrals against IRS 402(g) limits. Process corrective distribution of excess deferrals (and associated earnings) by the applicable deadline to avoid plan disqualification. Adjust future payroll deferrals to stay within limits.
030e61b4-e5d5-40ea-9f38-4994d4958d94,Demo Plan,2024,E009,Comp/402(g),402(g) excess deferrals,High,comp_402g,api_uploads\030e61b4-e5d5-40ea-9f38-4994d4958d94\output\comp_402g_violations.csv,"402(g) issue_type=402(g) excess deferrals, total_deferrals=$48000.00, allowed_limit=$23000.00, excess_amount=$25000.00.",Review year-to-date deferrals against IRS 402(g) limits. Process corrective distribution of excess deferrals (and associated earnings) by the applicable deadline to avoid plan disqualification. Adjust future payroll deferrals to stay within limits.
