run_id,plan_name,plan_year,employee_id,issue_category,issue_type,severity,source,source_csv_path,details,correction_hint
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E001,Eligibility,Late start after eligibility,High,eligibility,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2020-11-28, first_deferral=2024-01-15, drift_days=1143.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E002,Eligibility,Late start after eligibility,High,eligibility,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2021-07-09, first_deferral=2024-01-15, drift_days=920.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E003,Eligibility,Late start after eligibility,High,eligibility,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2022-07-31, first_deferral=2024-02-15, drift_days=564.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E004,Eligibility,Late start after eligibility,High,eligibility,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2018-10-07, first_deferral=2024-01-15, drift_days=1926.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E005,Eligibility,Late start after eligibility,High,eligibility,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2017-09-11, first_deferral=2024-01-15, drift_days=2317.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E006,Eligibility,Late start after eligibility,High,eligibility,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2016-02-28, first_deferral=2024-01-15, drift_days=2878.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E007,Eligibility,No contributions after eligibility,High,eligibility,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\eligibility_drift.csv,"Eligibility issue_type=No contributions after eligibility, eligibility=2020-06-29, first_deferral=nan.",Review participant enrollment and eligibility tracking. Confirm whether participant should have been enrolled and make participants whole for missed deferrals and match where appropriate under plan provisions and EPCRS correction procedures.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E008,Eligibility,Late start after eligibility,High,eligibility,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2020-04-07, first_deferral=2024-01-15, drift_days=1378.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E009,Eligibility,Late start after eligibility,High,eligibility,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2010-12-17, first_deferral=2024-01-15, drift_days=4777.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E010,Eligibility,Late start after eligibility,High,eligibility,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\eligibility_drift.csv,"Eligibility issue_type=Late start after eligibility, eligibility=2023-07-04, first_deferral=2024-01-15, drift_days=195.0.",Confirm eligibility tracking and enrollment processes. Make participants whole for missed deferrals and employer match where appropriate under plan provisions and EPCRS correction procedures.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E004,Comp/402(g),402(g) excess deferrals,High,comp_402g,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\comp_402g_violations.csv,"402(g) issue_type=402(g) excess deferrals, total_deferrals=$58500.00, allowed_limit=$30500.00, excess_amount=$28000.00.",Review year-to-date deferrals against IRS 402(g) limits. Process corrective distribution of excess deferrals (and associated earnings) by the applicable deadline to avoid plan disqualification. Adjust future payroll deferrals to stay within limits.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E005,Comp/402(g),402(g) excess deferrals,High,comp_402g,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\comp_402g_violations.csv,"402(g) issue_type=402(g) excess deferrals, total_deferrals=$23500.00, allowed_limit=$23000.00, excess_amount=$500.00.",Review year-to-date deferrals against IRS 402(g) limits. Process corrective distribution of excess deferrals (and associated earnings) by the applicable deadline to avoid plan disqualification. Adjust future payroll deferrals to stay within limits.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E009,Comp/402(g),402(g) excess deferrals,High,comp_402g,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\comp_402g_violations.csv,"402(g) issue_type=402(g) excess deferrals, total_deferrals=$48000.00, allowed_limit=$23000.00, excess_amount=$25000.00.",Review year-to-date deferrals against IRS 402(g) limits. Process corrective distribution of excess deferrals (and associated earnings) by the applicable deadline to avoid plan disqualification. Adjust future payroll deferrals to stay within limits.
