employee_id,age,is_hce,pay_date,def_amount,roth_amount,loan_amount,deferral_pre,deferral_roth
E1008,35,0,2025-04-11,173.81,0.0,0.0,173.81,0.0
E1009,42,0,2025-01-03,183.3,0.0,0.0,183.3,0.0
E1009,42,0,2025-01-17,158.04,0.0,0.0,158.04,0.0
E1009,42,0,2025-01-31,87.31,0.0,0.0,87.31,0.0
E1009,42,0,2025-02-14,86.2,53.71,0.0,86.2,53.71
E1009,42,0,2025-02-28,166.13,0.0,0.0,166.13,0.0
E1009,42,0,2025-03-14,45.76,0.0,0.0,45.76,0.0
E1009,42,0,2025-03-28,175.26,0.0,0.0,175.26,0.0
E1009,42,0,2025-04-11,109.22,0.0,0.0,109.22,0.0
E1010,42,0,2025-01-03,135.58,0.0,0.0,135.58,0.0
E1010,42,0,2025-01-17,104.82,77.51,0.0,104.82,77.51
E1010,42,0,2025-01-31,132.09,0.0,0.0,132.09,0.0
E1010,42,0,2025-02-14,28.0,20.37,0.0,28.0,20.37
E1010,42,0,2025-02-28,150.62,0.0,0.0,150.62,0.0
E1010,42,0,2025-03-14,60.36,55.15,0.0,60.36,55.15
E1010,42,0,2025-03-28,52.72,0.0,0.0,52.72,0.0
E1010,42,0,2025-04-11,77.93,33.74,0.0,77.93,33.74
E1011,60,0,2025-01-03,33.25,24.36,0.0,33.25,24.36
E1011,60,0,2025-01-17,59.5,29.63,0.0,59.5,29.63
E1011,60,0,2025-01-31,156.2,0.0,0.0,156.2,0.0
E1011,60,0,2025-02-14,79.3,38.15,0.0,79.3,38.15
E1011,60,0,2025-02-28,44.12,25.42,0.0,44.12,25.42
E1011,60,0,2025-03-14,79.76,0.0,0.0,79.76,0.0
E1011,60,0,2025-03-28,38.27,10.05,0.0,38.27,10.05
E1011,60,0,2025-04-11,84.32,0.0,0.0,84.32,0.0
E1012,55,0,2025-01-03,101.43,69.9,0.0,101.43,69.9
E1012,55,0,2025-01-17,52.85,17.61,0.0,52.85,17.61
E1012,55,0,2025-01-31,111.23,71.47,0.0,111.23,71.47
E1012,55,0,2025-02-14,37.93,27.19,0.0,37.93,27.19
E1012,55,0,2025-02-28,62.16,49.68,0.0,62.16,49.68
E1012,55,0,2025-03-14,127.36,0.0,0.0,127.36,0.0
E1012,55,0,2025-03-28,116.07,79.87,0.0,116.07,79.87
E1012,55,0,2025-04-11,59.21,0.0,0.0,59.21,0.0
E1013,48,0,2025-01-03,90.74,0.0,0.0,90.74,0.0
E1013,48,0,2025-01-17,179.21,0.0,0.0,179.21,0.0
E1013,48,0,2025-01-31,49.58,25.71,0.0,49.58,25.71
E1013,48,0,2025-02-14,92.91,47.15,0.0,92.91,47.15
E1013,48,0,2025-02-28,44.06,18.92,0.0,44.06,18.92
E1013,48,0,2025-03-14,106.31,79.31,0.0,106.31,79.31
E1013,48,0,2025-03-28,136.18,88.43,0.0,136.18,88.43
E1013,48,0,2025-04-11,142.63,53.51,0.0,142.63,53.51
E1014,55,1,2025-01-03,397.47999999999996,0.0,0.0,397.47999999999996,0.0
E1014,55,1,2025-01-17,424.56000000000006,0.0,0.0,424.56000000000006,0.0
E1014,55,1,2025-01-31,293.90999999999997,0.0,0.0,293.90999999999997,0.0
E1014,55,1,2025-02-14,438.68,0.0,0.0,438.68,0.0
E1014,55,1,2025-02-28,309.24,0.0,0.0,309.24,0.0
E1014,55,1,2025-03-14,211.07,0.0,0.0,211.07,0.0
E1014,55,1,2025-03-28,432.46000000000004,0.0,0.0,432.46000000000004,0.0
E1014,55,1,2025-04-11,293.2,0.0,0.0,293.2,0.0
E1015,50,0,2025-01-03,166.11,0.0,0.0,166.11,0.0
E1015,50,0,2025-01-17,149.92,0.0,0.0,149.92,0.0
E1015,50,0,2025-01-31,121.34,0.0,0.0,121.34,0.0
E1015,50,0,2025-02-14,128.55,0.0,0.0,128.55,0.0
E1015,50,0,2025-02-28,84.4,37.09,0.0,84.4,37.09
E1015,50,0,2025-03-14,108.14,78.74,0.0,108.14,78.74
E1015,50,0,2025-03-28,105.55,40.71,0.0,105.55,40.71
E1015,50,0,2025-04-11,32.73,12.37,0.0,32.73,12.37
E1016,50,0,2025-01-03,188.77,0.0,0.0,188.77,0.0
E1016,50,0,2025-01-17,54.88,0.0,0.0,54.88,0.0
E1016,50,0,2025-01-31,100.22,0.0,0.0,100.22,0.0
E1016,50,0,2025-02-14,115.53,45.06,0.0,115.53,45.06
E1016,50,0,2025-02-28,86.26,66.94,0.0,86.26,66.94
E1016,50,0,2025-03-14,93.31,0.0,0.0,93.31,0.0
E1016,50,0,2025-03-28,157.57,0.0,0.0,157.57,0.0
E1016,50,0,2025-04-11,123.13,0.0,0.0,123.13,0.0
E1017,50,0,2025-01-03,40.78,0.0,0.0,40.78,0.0
E1017,50,0,2025-01-17,154.15,0.0,0.0,154.15,0.0
E1017,50,0,2025-01-31,26.32,22.57,0.0,26.32,22.57
E1017,50,0,2025-02-14,115.88,63.78,0.0,115.88,63.78
E1017,50,0,2025-02-28,62.33,0.0,0.0,62.33,0.0
E1017,50,0,2025-03-14,77.13,47.27,0.0,77.13,47.27
E1017,50,0,2025-03-28,75.14,36.14,0.0,75.14,36.14
E1017,50,0,2025-04-11,172.93,0.0,0.0,172.93,0.0
E1018,42,0,2025-01-03,128.96,0.0,0.0,128.96,0.0
E1018,42,0,2025-01-17,98.73,0.0,0.0,98.73,0.0
E1018,42,0,2025-01-31,101.89,0.0,0.0,101.89,0.0
E1018,42,0,2025-02-14,144.34,0.0,0.0,144.34,0.0
E1018,42,0,2025-02-28,40.48,0.0,0.0,40.48,0.0
E1018,42,0,2025-03-14,108.7,45.49,0.0,108.7,45.49
E1018,42,0,2025-03-28,53.95,0.0,0.0,53.95,0.0
E1018,42,0,2025-04-11,128.23,0.0,0.0,128.23,0.0
E1019,55,0,2025-01-03,58.98,51.24,0.0,58.98,51.24
E1019,55,0,2025-01-17,127.0,0.0,0.0,127.0,0.0
E1019,55,0,2025-01-31,124.22,0.0,0.0,124.22,0.0
E1019,55,0,2025-02-14,124.1,0.0,0.0,124.1,0.0
E1019,55,0,2025-02-28,107.29,61.42,0.0,107.29,61.42
E1019,55,0,2025-03-14,80.47,0.0,0.0,80.47,0.0
E1019,55,0,2025-03-28,163.76,0.0,0.0,163.76,0.0
E1019,55,0,2025-04-11,60.06,26.48,0.0,60.06,26.48
E1020,35,0,2025-01-03,70.59,46.33,0.0,70.59,46.33
E1020,35,0,2025-01-17,158.29,0.0,0.0,158.29,0.0
E1020,35,0,2025-01-31,117.59,0.0,0.0,117.59,0.0
E1020,35,0,2025-02-14,106.03,0.0,0.0,106.03,0.0
E1020,35,0,2025-02-28,62.12,0.0,0.0,62.12,0.0
E1020,35,0,2025-03-14,47.78,33.34,0.0,47.78,33.34
E1020,35,0,2025-03-28,73.09,0.0,0.0,73.09,0.0
E1020,35,0,2025-04-11,129.73,0.0,0.0,129.73,0.0
E1021,48,0,2025-01-03,150.35,0.0,0.0,150.35,0.0
E1021,48,0,2025-01-17,189.75,0.0,0.0,189.75,0.0
E1021,48,0,2025-01-31,179.97,0.0,0.0,179.97,0.0
E1021,48,0,2025-02-14,136.38,0.0,0.0,136.38,0.0
E1021,48,0,2025-02-28,103.19,0.0,0.0,103.19,0.0
E1021,48,0,2025-03-14,135.43,0.0,0.0,135.43,0.0
E1021,48,0,2025-03-28,157.85,0.0,0.0,157.85,0.0
E1021,48,0,2025-04-11,57.75,0.0,0.0,57.75,0.0
E1022,55,0,2025-01-03,66.33,54.39,0.0,66.33,54.39
E1022,55,0,2025-01-17,125.78,0.0,0.0,125.78,0.0
E1022,55,0,2025-01-31,82.66,35.09,0.0,82.66,35.09
E1022,55,0,2025-02-14,45.96,18.98,0.0,45.96,18.98
E1022,55,0,2025-02-28,164.75,0.0,0.0,164.75,0.0
E1022,55,0,2025-03-14,80.96,0.0,0.0,80.96,0.0
E1022,55,0,2025-03-28,117.71,0.0,0.0,117.71,0.0
E1022,55,0,2025-04-11,51.2,48.87,0.0,51.2,48.87
E1023,50,0,2025-01-03,104.45,0.0,0.0,104.45,0.0
E1023,50,0,2025-01-17,170.91,0.0,0.0,170.91,0.0
E1023,50,0,2025-01-31,136.53,45.64,0.0,136.53,45.64
E1023,50,0,2025-02-14,108.73,0.0,0.0,108.73,0.0
E1023,50,0,2025-02-28,59.85,28.49,0.0,59.85,28.49
E1023,50,0,2025-03-14,149.19,0.0,0.0,149.19,0.0
E1023,50,0,2025-03-28,114.47,0.0,0.0,114.47,0.0
E1023,50,0,2025-04-11,105.53,0.0,0.0,105.53,0.0
E1024,60,0,2025-01-03,84.21,75.64,0.0,84.21,75.64
E1024,60,0,2025-01-17,131.53,0.0,0.0,131.53,0.0
E1024,60,0,2025-01-31,60.3,0.0,0.0,60.3,0.0
E1024,60,0,2025-02-14,134.79,70.67,0.0,134.79,70.67
E1024,60,0,2025-02-28,30.85,11.22,0.0,30.85,11.22
E1024,60,0,2025-03-14,79.26,0.0,0.0,79.26,0.0
E1024,60,0,2025-03-28,77.05,0.0,0.0,77.05,0.0
E1024,60,0,2025-04-11,175.94,0.0,0.0,175.94,0.0
E1025,60,1,2025-01-03,251.82,0.0,0.0,251.82,0.0
E1025,60,1,2025-01-17,363.86,0.0,0.0,363.86,0.0
E1025,60,1,2025-01-31,289.58,0.0,0.0,289.58,0.0
E1025,60,1,2025-02-14,239.86,0.0,0.0,239.86,0.0
E1025,60,1,2025-02-28,350.69,0.0,0.0,350.69,0.0
E1025,60,1,2025-03-14,287.37,0.0,0.0,287.37,0.0
E1025,60,1,2025-03-28,291.13,0.0,0.0,291.13,0.0
E1025,60,1,2025-04-11,299.34,0.0,0.0,299.34,0.0
E1026,48,0,2025-01-03,139.57,0.0,0.0,139.57,0.0
E1026,48,0,2025-01-17,184.51,0.0,0.0,184.51,0.0
E1026,48,0,2025-01-31,124.03,0.0,0.0,124.03,0.0
E1026,48,0,2025-02-14,180.52,0.0,0.0,180.52,0.0
E1026,48,0,2025-02-28,28.9,17.58,0.0,28.9,17.58
E1026,48,0,2025-03-14,149.62,0.0,0.0,149.62,0.0
E1026,48,0,2025-03-28,187.19,0.0,0.0,187.19,0.0
E1026,48,0,2025-04-11,78.48,0.0,0.0,78.48,0.0
E1027,35,0,2025-01-03,100.3,38.57,0.0,100.3,38.57
E1027,35,0,2025-01-17,109.59,0.0,0.0,109.59,0.0
E1027,35,0,2025-01-31,185.8,0.0,0.0,185.8,0.0
E1027,35,0,2025-02-14,131.28,0.0,0.0,131.28,0.0
E1027,35,0,2025-02-28,51.81,22.7,0.0,51.81,22.7
E1027,35,0,2025-03-14,62.01,22.17,0.0,62.01,22.17
E1027,35,0,2025-03-28,124.18,0.0,0.0,124.18,0.0
E1027,35,0,2025-04-11,100.03,29.14,0.0,100.03,29.14
E1028,50,0,2025-01-03,148.42,0.0,0.0,148.42,0.0
E1028,50,0,2025-01-17,50.15,0.0,0.0,50.15,0.0
E1028,50,0,2025-01-31,77.87,61.02,0.0,77.87,61.02
E1028,50,0,2025-02-14,108.75,0.0,0.0,108.75,0.0
E1028,50,0,2025-02-28,112.7,0.0,0.0,112.7,0.0
E1028,50,0,2025-03-14,54.49,37.51,0.0,54.49,37.51
E1028,50,0,2025-03-28,140.35,0.0,0.0,140.35,0.0
E1028,50,0,2025-04-11,83.14,39.88,0.0,83.14,39.88
E1029,50,1,2025-01-03,254.26,0.0,0.0,254.26,0.0
E1029,50,1,2025-01-17,398.15999999999997,0.0,0.0,398.15999999999997,0.0
E1029,50,1,2025-01-31,239.27999999999997,0.0,0.0,239.27999999999997,0.0
E1029,50,1,2025-02-14,318.21000000000004,0.0,0.0,318.21000000000004,0.0
E1029,50,1,2025-02-28,231.73000000000002,0.0,0.0,231.73000000000002,0.0
E1029,50,1,2025-03-14,360.88,0.0,0.0,360.88,0.0
E1029,50,1,2025-03-28,278.89,0.0,0.0,278.89,0.0
E1029,50,1,2025-04-11,467.59000000000003,0.0,0.0,467.59000000000003,0.0
E1030,50,1,2025-01-03,338.35,0.0,0.0,338.35,0.0
E1030,50,1,2025-01-17,424.69,0.0,0.0,424.69,0.0
E1030,50,1,2025-01-31,281.23,0.0,0.0,281.23,0.0
E1030,50,1,2025-02-14,262.57,0.0,0.0,262.57,0.0
E1030,50,1,2025-02-28,404.12,0.0,0.0,404.12,0.0
E1030,50,1,2025-03-14,255.76,0.0,0.0,255.76,0.0
E1030,50,1,2025-03-28,422.94000000000005,0.0,0.0,422.94000000000005,0.0
E1030,50,1,2025-04-11,372.18,0.0,0.0,372.18,0.0
E1031,60,0,2025-01-03,184.67,0.0,0.0,184.67,0.0
E1031,60,0,2025-01-17,43.38,28.88,0.0,43.38,28.88
E1031,60,0,2025-01-31,158.93,0.0,0.0,158.93,0.0
E1031,60,0,2025-02-14,126.64,0.0,0.0,126.64,0.0
E1031,60,0,2025-02-28,89.01,70.19,0.0,89.01,70.19
E1031,60,0,2025-03-14,99.83,73.25,0.0,99.83,73.25
E1031,60,0,2025-03-28,90.48,74.69,0.0,90.48,74.69
E1031,60,0,2025-04-11,168.58,0.0,0.0,168.58,0.0
E1032,60,1,2025-01-03,351.29999999999995,0.0,0.0,351.29999999999995,0.0
E1032,60,1,2025-01-17,335.66999999999996,0.0,0.0,335.66999999999996,0.0
E1032,60,1,2025-01-31,227.14,0.0,0.0,227.14,0.0
E1032,60,1,2025-02-14,424.96000000000004,0.0,0.0,424.96000000000004,0.0
E1032,60,1,2025-02-28,270.88,0.0,0.0,270.88,0.0
E1032,60,1,2025-03-14,268.98,0.0,0.0,268.98,0.0
E1032,60,1,2025-03-28,453.08000000000004,0.0,0.0,453.08000000000004,0.0
E1032,60,1,2025-04-11,429.21000000000004,0.0,0.0,429.21000000000004,0.0
E1033,50,0,2025-01-03,102.66,0.0,0.0,102.66,0.0
E1033,50,0,2025-01-17,187.62,0.0,0.0,187.62,0.0
E1033,50,0,2025-01-31,140.19,0.0,0.0,140.19,0.0
E1033,50,0,2025-02-14,115.29,36.01,0.0,115.29,36.01
E1033,50,0,2025-02-28,52.59,27.58,0.0,52.59,27.58
E1033,50,0,2025-03-14,97.65,50.94,0.0,97.65,50.94
E1033,50,0,2025-03-28,137.55,40.22,0.0,137.55,40.22
E1033,50,0,2025-04-11,68.11,0.0,0.0,68.11,0.0
E1034,55,0,2025-01-03,120.86,89.03,0.0,120.86,89.03
E1034,55,0,2025-01-17,146.54,0.0,0.0,146.54,0.0
E1034,55,0,2025-01-31,87.15,0.0,0.0,87.15,0.0
E1034,55,0,2025-02-14,110.68,0.0,0.0,110.68,0.0
E1034,55,0,2025-02-28,163.25,0.0,0.0,163.25,0.0
E1034,55,0,2025-03-14,75.97,37.36,0.0,75.97,37.36
E1034,55,0,2025-03-28,93.54,54.87,0.0,93.54,54.87
E1034,55,0,2025-04-11,79.31,77.86,0.0,79.31,77.86
E1035,60,0,2025-01-03,48.56,19.51,0.0,48.56,19.51
E1035,60,0,2025-01-17,81.79,53.72,0.0,81.79,53.72
E1035,60,0,2025-01-31,111.38,45.39,0.0,111.38,45.39
E1035,60,0,2025-02-14,83.42,65.49,0.0,83.42,65.49
E1035,60,0,2025-02-28,58.94,0.0,0.0,58.94,0.0
E1035,60,0,2025-03-14,141.43,0.0,0.0,141.43,0.0
E1035,60,0,2025-03-28,88.77,0.0,0.0,88.77,0.0
E1035,60,0,2025-04-11,142.95,0.0,0.0,142.95,0.0
E1036,35,0,2025-01-03,42.49,13.62,0.0,42.49,13.62
E1036,35,0,2025-01-17,74.08,0.0,0.0,74.08,0.0
E1036,35,0,2025-01-31,165.56,0.0,0.0,165.56,0.0
E1036,35,0,2025-02-14,81.89,0.0,0.0,81.89,0.0
E1036,35,0,2025-02-28,136.43,0.0,0.0,136.43,0.0
E1036,35,0,2025-03-14,89.66,58.38,0.0,89.66,58.38
E1036,35,0,2025-03-28,71.9,0.0,0.0,71.9,0.0
E1036,35,0,2025-04-11,44.98,0.0,0.0,44.98,0.0
E1037,42,1,2025-01-03,74.92,39.48,0.0,74.92,39.48
E1037,42,1,2025-01-17,170.68,0.0,0.0,170.68,0.0
E1037,42,1,2025-01-31,154.91,0.0,0.0,154.91,0.0
E1037,42,1,2025-02-14,95.61,73.75,0.0,95.61,73.75
E1037,42,1,2025-02-28,176.08,0.0,0.0,176.08,0.0
E1037,42,1,2025-03-14,76.55,59.64,0.0,76.55,59.64
E1037,42,1,2025-03-28,90.55,41.13,0.0,90.55,41.13
E1037,42,1,2025-04-11,108.67,42.96,0.0,108.67,42.96
E1038,35,1,2025-01-03,56.61,0.0,0.0,56.61,0.0
E1038,35,1,2025-01-17,103.38,0.0,0.0,103.38,0.0
E1038,35,1,2025-01-31,40.15,22.96,0.0,40.15,22.96
E1038,35,1,2025-02-14,82.01,0.0,0.0,82.01,0.0
E1038,35,1,2025-02-28,145.85,53.47,0.0,145.85,53.47
E1038,35,1,2025-03-14,153.09,0.0,0.0,153.09,0.0
E1038,35,1,2025-03-28,160.74,0.0,0.0,160.74,0.0
E1038,35,1,2025-04-11,33.76,24.98,0.0,33.76,24.98
E1039,55,0,2025-01-03,85.71,0.0,0.0,85.71,0.0
E1039,55,0,2025-01-17,139.6,51.4,0.0,139.6,51.4
E1039,55,0,2025-01-31,40.75,27.39,0.0,40.75,27.39
E1039,55,0,2025-02-14,54.48,0.0,0.0,54.48,0.0
E1039,55,0,2025-02-28,76.28,0.0,0.0,76.28,0.0
E1039,55,0,2025-03-14,41.86,0.0,0.0,41.86,0.0
E1039,55,0,2025-03-28,81.56,35.36,0.0,81.56,35.36
E1039,55,0,2025-04-11,84.59,0.0,0.0,84.59,0.0
E1040,55,1,2025-01-03,353.63,0.0,0.0,353.63,0.0
E1040,55,1,2025-01-17,347.79999999999995,0.0,0.0,347.79999999999995,0.0
E1040,55,1,2025-01-31,421.4,0.0,0.0,421.4,0.0
E1040,55,1,2025-02-14,427.43999999999994,0.0,0.0,427.43999999999994,0.0
E1040,55,1,2025-02-28,203.58999999999997,0.0,0.0,203.58999999999997,0.0
E1040,55,1,2025-03-14,354.85,0.0,0.0,354.85,0.0
E1040,55,1,2025-03-28,281.76,0.0,0.0,281.76,0.0
E1040,55,1,2025-04-11,480.46,0.0,0.0,480.46,0.0
E1041,35,0,2025-01-03,118.22,0.0,0.0,118.22,0.0
E1041,35,0,2025-01-17,36.65,26.39,0.0,36.65,26.39
E1041,35,0,2025-01-31,57.24,0.0,0.0,57.24,0.0
E1041,35,0,2025-02-14,54.08,0.0,0.0,54.08,0.0
E1041,35,0,2025-02-28,146.75,82.52,0.0,146.75,82.52
E1041,35,0,2025-03-14,171.85,0.0,0.0,171.85,0.0
E1041,35,0,2025-03-28,125.77,0.0,0.0,125.77,0.0
E1041,35,0,2025-04-11,117.62,0.0,0.0,117.62,0.0
E1042,35,1,2025-01-03,70.46,34.17,0.0,70.46,34.17
E1042,35,1,2025-01-17,133.76,68.8,0.0,133.76,68.8
E1042,35,1,2025-01-31,80.15,47.17,0.0,80.15,47.17
E1042,35,1,2025-02-14,76.6,61.94,0.0,76.6,61.94
E1042,35,1,2025-02-28,116.85,0.0,0.0,116.85,0.0
E1042,35,1,2025-03-14,55.63,0.0,0.0,55.63,0.0
E1042,35,1,2025-03-28,97.68,0.0,0.0,97.68,0.0
E1042,35,1,2025-04-11,113.15,0.0,0.0,113.15,0.0
E1043,50,0,2025-01-03,137.83,0.0,0.0,137.83,0.0
E1043,50,0,2025-01-17,182.58,0.0,0.0,182.58,0.0
E1043,50,0,2025-01-31,130.1,0.0,0.0,130.1,0.0
E1043,50,0,2025-02-14,114.21,61.0,0.0,114.21,61.0
E1043,50,0,2025-02-28,32.65,15.28,0.0,32.65,15.28
E1043,50,0,2025-03-14,61.64,24.2,0.0,61.64,24.2
E1043,50,0,2025-03-28,81.52,0.0,0.0,81.52,0.0
E1043,50,0,2025-04-11,185.73,0.0,0.0,185.73,0.0
E1044,42,0,2025-01-03,51.89,35.24,0.0,51.89,35.24
E1044,42,0,2025-01-17,131.62,0.0,0.0,131.62,0.0
E1044,42,0,2025-01-31,82.1,0.0,0.0,82.1,0.0
E1044,42,0,2025-02-14,71.05,0.0,0.0,71.05,0.0
E1044,42,0,2025-02-28,59.11,23.76,0.0,59.11,23.76
E1044,42,0,2025-03-14,72.86,0.0,0.0,72.86,0.0
E1044,42,0,2025-03-28,45.51,0.0,0.0,45.51,0.0
E1044,42,0,2025-04-11,56.2,0.0,0.0,56.2,0.0
E1045,35,1,2025-01-03,90.83,0.0,0.0,90.83,0.0
E1045,35,1,2025-01-17,113.09,68.78,0.0,113.09,68.78
E1045,35,1,2025-01-31,84.02,0.0,0.0,84.02,0.0
E1045,35,1,2025-02-14,96.14,64.5,0.0,96.14,64.5
E1045,35,1,2025-02-28,132.56,0.0,0.0,132.56,0.0
E1045,35,1,2025-03-14,57.08,0.0,0.0,57.08,0.0
E1045,35,1,2025-03-28,77.98,36.98,0.0,77.98,36.98
E1045,35,1,2025-04-11,102.3,54.84,0.0,102.3,54.84
E1046,42,0,2025-01-03,39.29,18.51,0.0,39.29,18.51
E1046,42,0,2025-01-17,103.27,0.0,0.0,103.27,0.0
E1046,42,0,2025-01-31,101.65,0.0,0.0,101.65,0.0
E1046,42,0,2025-02-14,176.14,0.0,0.0,176.14,0.0
E1046,42,0,2025-02-28,147.1,0.0,0.0,147.1,0.0
E1046,42,0,2025-03-14,108.82,42.47,0.0,108.82,42.47
E1046,42,0,2025-03-28,91.74,96.85,0.0,91.74,96.85
E1046,42,0,2025-04-11,135.46,0.0,0.0,135.46,0.0
E1047,48,0,2025-01-03,24.97,14.45,0.0,24.97,14.45
E1047,48,0,2025-01-17,130.57,0.0,0.0,130.57,0.0
E1047,48,0,2025-01-31,93.45,35.15,0.0,93.45,35.15
E1047,48,0,2025-02-14,108.44,0.0,0.0,108.44,0.0
E1047,48,0,2025-02-28,95.36,0.0,0.0,95.36,0.0
E1047,48,0,2025-03-14,46.55,21.37,0.0,46.55,21.37
E1047,48,0,2025-03-28,50.65,0.0,0.0,50.65,0.0
E1047,48,0,2025-04-11,52.03,0.0,0.0,52.03,0.0
E1048,50,0,2025-01-03,71.54,53.76,0.0,71.54,53.76
E1048,50,0,2025-01-17,141.8,0.0,0.0,141.8,0.0
E1048,50,0,2025-01-31,94.29,0.0,0.0,94.29,0.0
E1048,50,0,2025-02-14,97.36,26.33,0.0,97.36,26.33
E1048,50,0,2025-02-28,150.35,78.77,0.0,150.35,78.77
E1048,50,0,2025-03-14,127.94,36.89,0.0,127.94,36.89
E1048,50,0,2025-03-28,49.97,0.0,0.0,49.97,0.0
E1048,50,0,2025-04-11,120.1,0.0,0.0,120.1,0.0
